,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_TIME_BLK,CANCELLED,DIVERTED,DISTANCE,ORIGIN_CITY,ORIGIN_STATE_OR_REGION,ORIGIN_FULL_NAME,GMT_DEP,DEST_CITY,DEST_STATE_OR_REGION,DEST_FULL_NAME,GMT_ARR
256690,13,7,WN,WN,N8639B,4552,SAT,PHX,0700-0759,1.0,0.0,843.0,San Antonio,TX,Texas,6,Phoenix,AZ,Arizona,7
257012,13,7,WN,WN,NONE,1464,STL,DAL,0700-0759,1.0,0.0,546.0,St. Louis,MO,Missouri,6,Dallas,TX,Texas,6
257013,13,7,WN,WN,N297WN,3102,STL,DAL,1200-1259,1.0,0.0,546.0,St. Louis,MO,Missouri,6,Dallas,TX,Texas,6
257020,13,7,WN,WN,NONE,4972,STL,DCA,0900-0959,1.0,0.0,719.0,St. Louis,MO,Missouri,6,Washington DC ,DC,District of Columbia,5
257021,13,7,WN,WN,N272WN,5338,STL,DCA,1600-1659,1.0,0.0,719.0,St. Louis,MO,Missouri,6,Washington DC ,DC,District of Columbia,5
257040,13,7,WN,WN,N8641B,4939,STL,LAS,0600-0659,1.0,0.0,1371.0,St. Louis,MO,Missouri,6,Las Vegas,NV,Nevada,8
257041,13,7,WN,WN,NONE,1768,STL,LAX,0700-0759,1.0,0.0,1592.0,St. Louis,MO,Missouri,6,Los Angeles,CA,California,8
257054,13,7,WN,WN,NONE,4925,STL,MCO,0600-0659,1.0,0.0,882.0,St. Louis,MO,Missouri,6,Orlando,FL,Florida,5
257058,13,7,WN,WN,N7819A,3547,STL,MDW,1000-1059,1.0,0.0,251.0,St. Louis,MO,Missouri,6,Chicago,IL,Illinois,6
257060,13,7,WN,WN,NONE,4956,STL,MDW,0700-0759,1.0,0.0,251.0,St. Louis,MO,Missouri,6,Chicago,IL,Illinois,6
257074,13,7,WN,WN,N500WR,4947,STL,PHX,0600-0659,1.0,0.0,1262.0,St. Louis,MO,Missouri,6,Phoenix,AZ,Arizona,7
257078,13,7,WN,WN,NONE,2126,STL,RSW,0900-0959,1.0,0.0,979.0,St. Louis,MO,Missouri,6,Fort Myers,FL,Florida,5
257080,13,7,WN,WN,N445WN,4988,STL,RSW,1200-1259,1.0,0.0,979.0,St. Louis,MO,Missouri,6,Fort Myers,FL,Florida,5
257084,13,7,WN,WN,N8502Z,3915,STL,SAT,1200-1259,1.0,0.0,786.0,St. Louis,MO,Missouri,6,San Antonio,TX,Texas,6
257237,13,7,OH,OH,N229PS,5473,DCA,GSP,1400-1459,1.0,0.0,396.0,Washington DC ,DC,District of Columbia,5,Greenville,SC,South Carolina,5
257242,13,7,OH,OH,NONE,5476,ALB,DCA,1100-1159,1.0,0.0,318.0,Albany,NY,New York,5,Washington DC ,DC,District of Columbia,5
257243,13,7,OH,OH,N262PS,5476,DCA,ALB,1000-1059,1.0,0.0,318.0,Washington DC ,DC,District of Columbia,5,Albany,NY,New York,5
257254,13,7,OH,OH,NONE,5489,AVL,CLT,0700-0759,1.0,0.0,91.0,Asheville,NC,North Carolina,5,Charlotte,NC,North Carolina,5
257266,13,7,OH,OH,N228PS,5505,DCA,RDU,2000-2059,1.0,0.0,227.0,Washington DC ,DC,District of Columbia,5,Raleigh,NC,North Carolina,5
257267,13,7,OH,OH,N702PS,5506,DCA,RDU,2200-2259,1.0,0.0,227.0,Washington DC ,DC,District of Columbia,5,Raleigh,NC,North Carolina,5
257269,13,7,OH,OH,N244PS,5508,SYR,DCA,0600-0659,1.0,0.0,298.0,Syracuse,NY,New York,5,Washington DC ,DC,District of Columbia,5
257270,13,7,OH,OH,N249PS,5510,ORF,DCA,1600-1659,1.0,0.0,142.0,Norfolk,VA,Virginia,5,Washington DC ,DC,District of Columbia,5
257272,13,7,OH,OH,N517AE,5512,DCA,IND,1500-1559,1.0,0.0,500.0,Washington DC ,DC,District of Columbia,5,Indianapolis,IN,Indiana,5
257279,13,7,OH,OH,N229PS,5520,ORF,DCA,0001-0559,1.0,0.0,142.0,Norfolk,VA,Virginia,5,Washington DC ,DC,District of Columbia,5
257280,13,7,OH,OH,N206PS,5521,DCA,JAX,1100-1159,1.0,0.0,634.0,Washington DC ,DC,District of Columbia,5,Jacksonville,FL,Florida,5
257281,13,7,OH,OH,N206PS,5521,JAX,DCA,1400-1459,1.0,0.0,634.0,Jacksonville,FL,Florida,5,Washington DC ,DC,District of Columbia,5
257285,13,7,OH,OH,N254PS,5524,DCA,PVD,1000-1059,1.0,0.0,356.0,Washington DC ,DC,District of Columbia,5,Providence,RI,Rhode Island,5
257288,13,7,OH,OH,N213PS,5527,BGR,DCA,1400-1459,1.0,0.0,590.0,Bangor,ME,Maine,5,Washington DC ,DC,District of Columbia,5
257289,13,7,OH,OH,NONE,5527,DCA,BGR,1100-1159,1.0,0.0,590.0,Washington DC ,DC,District of Columbia,5,Bangor,ME,Maine,5
257290,13,7,OH,OH,N705PS,5529,CHS,DCA,1900-1959,1.0,0.0,444.0,Charleston,SC,South Carolina,5,Washington DC ,DC,District of Columbia,5
257291,13,7,OH,OH,N705PS,5529,DCA,CHS,1700-1759,1.0,0.0,444.0,Washington DC ,DC,District of Columbia,5,Charleston,SC,South Carolina,5
257292,13,7,OH,OH,NONE,5530,DCA,SDF,1000-1059,1.0,0.0,474.0,Washington DC ,DC,District of Columbia,5,Louisville,KY,Kentucky,5
257293,13,7,OH,OH,N579NN,5530,SDF,DCA,1200-1259,1.0,0.0,474.0,Louisville,KY,Kentucky,5,Washington DC ,DC,District of Columbia,5
257302,13,7,OH,OH,NONE,5540,DCA,PWM,1000-1059,1.0,0.0,482.0,Washington DC ,DC,District of Columbia,5,Portland,ME,Maine,5
257311,13,7,OH,OH,N247JS,5550,DCA,PVD,1200-1259,1.0,0.0,356.0,Washington DC ,DC,District of Columbia,5,Providence,RI,Rhode Island,5
257316,13,7,OH,OH,N248PS,5556,DCA,GSO,2000-2059,1.0,0.0,248.0,Washington DC ,DC,District of Columbia,5,Greensboro,NC,North Carolina,5
257319,13,7,OH,OH,NONE,5559,AVL,CLT,0900-0959,1.0,0.0,91.0,Asheville,NC,North Carolina,5,Charlotte,NC,North Carolina,5
257320,13,7,OH,OH,N207PS,5561,DCA,BHM,2000-2059,1.0,0.0,653.0,Washington DC ,DC,District of Columbia,5,Birmingham,AL,Alabama,6
257321,13,7,OH,OH,N253PS,5562,BHM,DCA,0700-0759,1.0,0.0,653.0,Birmingham,AL,Alabama,6,Washington DC ,DC,District of Columbia,5
257347,13,7,OH,OH,N595NN,5588,CLT,AVL,2200-2259,1.0,0.0,91.0,Charlotte,NC,North Carolina,5,Asheville,NC,North Carolina,5
257356,13,7,OH,OH,N249PS,5597,DCA,PNS,1900-1959,1.0,0.0,816.0,Washington DC ,DC,District of Columbia,5,Pensacola,FL,Florida,6
257358,13,7,OH,OH,N247JS,5600,DCA,SYR,2200-2259,1.0,0.0,298.0,Washington DC ,DC,District of Columbia,5,Syracuse,NY,New York,5
257455,13,7,NK,NK,N629NK,691,BWI,LAS,0700-0759,1.0,0.0,2106.0,Baltimore,MD,Maryland,5,Las Vegas,NV,Nevada,8
257543,13,7,AA,AA,N126UW,431,DCA,MCO,0700-0759,1.0,0.0,759.0,Washington DC ,DC,District of Columbia,5,Orlando,FL,Florida,5
257585,13,7,AA,AA,N764US,466,DCA,ORD,0600-0659,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
257586,13,7,AA,AA,N764US,466,DCA,ORD,0600-0659,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
257757,13,7,AA,AA,N9681B,261,STL,DFW,0900-0959,1.0,0.0,550.0,St. Louis,MO,Missouri,6,Dallas,TX,Texas,6
257942,13,7,MQ,MQ,N231AN,3608,DAY,DFW,0600-0659,1.0,0.0,861.0,Dayton,OH,Ohio,5,Dallas,TX,Texas,6
257969,13,7,MQ,MQ,N227NN,3627,DCA,LIT,1800-1859,1.0,0.0,888.0,Washington DC ,DC,District of Columbia,5,Little Rock,AR,Arkansas,6
258061,13,7,MQ,MQ,N846AE,3681,SJT,DFW,1800-1859,1.0,0.0,229.0,San Angelo,TX,Texas,6,Dallas,TX,Texas,6
258079,13,7,MQ,MQ,N905JH,3711,BMI,ORD,0600-0659,1.0,0.0,116.0,Bloomington,IL,Illinois,6,Chicago,IL,Illinois,6
258080,13,7,MQ,MQ,N905JH,3711,BMI,ORD,0600-0659,1.0,0.0,116.0,Bloomington,IL,Illinois,6,Chicago,IL,Illinois,6
258146,13,7,MQ,MQ,N851AE,3776,RIC,LGA,1000-1059,1.0,0.0,292.0,Richmond,VA,Virginia,5,New York,NY,New York,5
258203,13,7,AA,AA,N827AW,1691,ORD,DCA,2000-2059,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
258204,13,7,AA,AA,N827AW,1691,ORD,DCA,2000-2059,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
258273,13,7,AA,AA,N802AW,1757,DCA,MCO,0800-0859,1.0,0.0,759.0,Washington DC ,DC,District of Columbia,5,Orlando,FL,Florida,5
258335,13,7,AA,AA,N733UW,1813,DCA,PHL,0600-0659,1.0,0.0,119.0,Washington DC ,DC,District of Columbia,5,Philadelphia,PA,Pennsylvania,5
258349,13,7,AA,AA,N813AW,1825,PHL,DCA,2100-2159,1.0,0.0,119.0,Philadelphia,PA,Pennsylvania,5,Washington DC ,DC,District of Columbia,5
258357,13,7,AA,AA,N953UW,1833,PHL,PWM,2100-2159,1.0,0.0,364.0,Philadelphia,PA,Pennsylvania,5,Portland,ME,Maine,5
258377,13,7,AA,AA,N837NN,2633,ORD,DCA,1900-1959,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
258378,13,7,AA,AA,N837NN,2633,ORD,DCA,1900-1959,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
258403,13,7,AA,AA,N874NN,2654,DCA,JFK,1800-1859,1.0,0.0,213.0,Washington DC ,DC,District of Columbia,5,New York,NY,New York,5
258469,13,7,AA,AA,N948NN,2718,DCA,ATL,2000-2059,1.0,0.0,547.0,Washington DC ,DC,District of Columbia,5,Atlanta,GA,Georgia,5
258509,13,7,AA,AA,N968NN,2764,DCA,ORD,0900-0959,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
258510,13,7,AA,AA,N968NN,2764,DCA,ORD,0900-0959,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
258519,13,7,AA,AA,N856NN,2773,JFK,DCA,1500-1559,1.0,0.0,213.0,New York,NY,New York,5,Washington DC ,DC,District of Columbia,5
258528,13,7,AA,AA,N930NN,2781,DCA,ORD,2200-2259,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
258529,13,7,AA,AA,N930NN,2781,DCA,ORD,2200-2259,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
258597,13,7,AA,AA,N601AW,2101,DCA,DFW,0800-0859,1.0,0.0,1192.0,Washington DC ,DC,District of Columbia,5,Dallas,TX,Texas,6
258614,13,7,AA,AA,N963UW,2116,DCA,BOS,1700-1759,1.0,0.0,399.0,Washington DC ,DC,District of Columbia,5,Boston,MA,Massachusetts,5
258617,13,7,AA,AA,N753US,2120,DCA,BOS,1600-1659,1.0,0.0,399.0,Washington DC ,DC,District of Columbia,5,Boston,MA,Massachusetts,5
258623,13,7,AA,AA,N951UW,2134,BOS,DCA,2100-2159,1.0,0.0,399.0,Boston,MA,Massachusetts,5,Washington DC ,DC,District of Columbia,5
258624,13,7,AA,AA,N753US,2134,DCA,BOS,1800-1859,1.0,0.0,399.0,Washington DC ,DC,District of Columbia,5,Boston,MA,Massachusetts,5
258625,13,7,AA,AA,N766US,2138,DCA,BOS,2200-2259,1.0,0.0,399.0,Washington DC ,DC,District of Columbia,5,Boston,MA,Massachusetts,5
258627,13,7,AA,AA,N833AW,2140,DCA,BOS,1900-1959,1.0,0.0,399.0,Washington DC ,DC,District of Columbia,5,Boston,MA,Massachusetts,5
258633,13,7,AA,AA,N833AW,2149,BOS,DCA,1700-1759,1.0,0.0,399.0,Boston,MA,Massachusetts,5,Washington DC ,DC,District of Columbia,5
258634,13,7,AA,AA,N950UW,2150,DCA,BOS,2100-2159,1.0,0.0,399.0,Washington DC ,DC,District of Columbia,5,Boston,MA,Massachusetts,5
258640,13,7,AA,AA,N810AW,2167,BOS,DCA,1900-1959,1.0,0.0,399.0,Boston,MA,Massachusetts,5,Washington DC ,DC,District of Columbia,5
258677,13,7,OO,OO,N751SK,2971,RDM,LAX,0001-0559,1.0,0.0,726.0,Redmond,OR,Oregon,8,Los Angeles,CA,California,8
258765,13,7,OO,OO,N751SK,3034,LAX,RDM,0900-0959,1.0,0.0,726.0,Los Angeles,CA,California,8,Redmond,OR,Oregon,8
258888,13,7,OO,OO,N902EV,3123,CHO,ORD,0900-0959,1.0,0.0,566.0,Charlottesville,VA,Virginia,5,Chicago,IL,Illinois,6
258889,13,7,OO,OO,N902EV,3123,CHO,ORD,0900-0959,1.0,0.0,566.0,Charlottesville,VA,Virginia,5,Chicago,IL,Illinois,6
258974,13,7,OO,OO,N763SK,3201,IND,ORD,0700-0759,1.0,0.0,177.0,Indianapolis,IN,Indiana,5,Chicago,IL,Illinois,6
258975,13,7,OO,OO,N763SK,3201,IND,ORD,0700-0759,1.0,0.0,177.0,Indianapolis,IN,Indiana,5,Chicago,IL,Illinois,6
260020,13,7,OO,OO,N973SW,5014,ORD,LWB,1400-1459,1.0,0.0,489.0,Chicago,IL,Illinois,6,Greenbrier,WV,West Virginia,5
260021,13,7,OO,OO,N973SW,5014,ORD,LWB,1400-1459,1.0,0.0,489.0,Chicago,IL,Illinois,6,Greenbrier,WV,West Virginia,5
260023,13,7,OO,OO,N973SW,5016,LWB,ORD,1700-1759,1.0,0.0,489.0,Greenbrier,WV,West Virginia,5,Chicago,IL,Illinois,6
260024,13,7,OO,OO,N973SW,5016,LWB,ORD,1700-1759,1.0,0.0,489.0,Greenbrier,WV,West Virginia,5,Chicago,IL,Illinois,6
260025,13,7,OO,OO,N958SW,5017,IAD,PBG,1800-1859,1.0,0.0,444.0,Washington DC ,DC,District of Columbia,5,Plattsburgh,NY,New York,5
260026,13,7,OO,OO,N908SW,5018,IAD,SHD,1200-1259,1.0,0.0,91.0,Washington DC ,DC,District of Columbia,5,Weyers Cave,VA,Virginia,5
260027,13,7,OO,OO,N466SW,5019,SHD,IAD,0600-0659,1.0,0.0,91.0,Weyers Cave,VA,Virginia,5,Washington DC ,DC,District of Columbia,5
260036,13,7,OO,OO,N908SW,5027,PBG,IAD,0900-0959,1.0,0.0,444.0,Plattsburgh,NY,New York,5,Washington DC ,DC,District of Columbia,5
260066,13,7,OO,OO,N941SW,5047,IAD,CKB,1200-1259,1.0,0.0,151.0,Washington DC ,DC,District of Columbia,5,Bridgeport,WV,West Virginia,5
260067,13,7,OO,OO,N928SW,5048,RKS,DEN,0001-0559,1.0,0.0,260.0,Rock Springs,WY,Wyoming,7,Denver,CO,Colorado,7
260089,13,7,OO,OO,N958SW,5068,CKB,IAD,0600-0659,1.0,0.0,151.0,Bridgeport,WV,West Virginia,5,Washington DC ,DC,District of Columbia,5
260108,13,7,OO,OO,N958SW,5094,IAD,LWB,0800-0859,1.0,0.0,176.0,Washington DC ,DC,District of Columbia,5,Greenbrier,WV,West Virginia,5
260114,13,7,OO,OO,N958SW,5103,LWB,IAD,1000-1059,1.0,0.0,176.0,Greenbrier,WV,West Virginia,5,Washington DC ,DC,District of Columbia,5
260156,13,7,OO,OO,N958SW,5162,AVL,ORD,0001-0559,1.0,0.0,536.0,Asheville,NC,North Carolina,5,Chicago,IL,Illinois,6
260157,13,7,OO,OO,N958SW,5162,AVL,ORD,0001-0559,1.0,0.0,536.0,Asheville,NC,North Carolina,5,Chicago,IL,Illinois,6
260308,13,7,OO,OO,N919SW,5304,PIA,ORD,1300-1359,1.0,0.0,130.0,Peoria,IL,Illinois,6,Chicago,IL,Illinois,6
260309,13,7,OO,OO,N919SW,5304,PIA,ORD,1300-1359,1.0,0.0,130.0,Peoria,IL,Illinois,6,Chicago,IL,Illinois,6
260334,13,7,OO,OO,N945SW,5330,SBN,ORD,0600-0659,1.0,0.0,84.0,South Bend,IN,Indiana,5,Chicago,IL,Illinois,6
260335,13,7,OO,OO,N945SW,5330,SBN,ORD,0600-0659,1.0,0.0,84.0,South Bend,IN,Indiana,5,Chicago,IL,Illinois,6
260340,13,7,OO,OO,N150SY,5335,DCA,ORD,1800-1859,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
260341,13,7,OO,OO,N150SY,5335,DCA,ORD,1800-1859,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
260342,13,7,OO,OO,N466SW,5336,IAD,IND,0800-0859,1.0,0.0,476.0,Washington DC ,DC,District of Columbia,5,Indianapolis,IN,Indiana,5
260390,13,7,OO,OO,N919SW,5381,ORD,PIA,1200-1259,1.0,0.0,130.0,Chicago,IL,Illinois,6,Peoria,IL,Illinois,6
260391,13,7,OO,OO,N919SW,5381,ORD,PIA,1200-1259,1.0,0.0,130.0,Chicago,IL,Illinois,6,Peoria,IL,Illinois,6
260490,13,7,OO,OO,N117SY,5490,ORD,DCA,1700-1759,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
260491,13,7,OO,OO,N117SY,5490,ORD,DCA,1700-1759,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
260628,13,7,OO,OO,N941SW,5636,IND,IAD,1000-1059,1.0,0.0,476.0,Indianapolis,IN,Indiana,5,Washington DC ,DC,District of Columbia,5
260656,13,7,OO,OO,N150SY,5662,ORD,DCA,1500-1559,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
260657,13,7,OO,OO,N150SY,5662,ORD,DCA,1500-1559,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
260713,13,7,OO,OO,N117SY,5716,DCA,ORD,2000-2059,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
260714,13,7,OO,OO,N117SY,5716,DCA,ORD,2000-2059,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
260845,13,7,OO,OO,N963SW,5881,SCE,ORD,0800-0859,1.0,0.0,528.0,State College,PA,Pennsylvania,5,Chicago,IL,Illinois,6
260846,13,7,OO,OO,N963SW,5881,SCE,ORD,0800-0859,1.0,0.0,528.0,State College,PA,Pennsylvania,5,Chicago,IL,Illinois,6
263477,13,7,YV,YV,N932LR,5956,PHX,SBP,1500-1559,1.0,0.0,509.0,Phoenix,AZ,Arizona,7,San Luis Obispo,CA,California,8
263478,13,7,YV,YV,N932LR,5956,SBP,PHX,1600-1659,1.0,0.0,509.0,San Luis Obispo,CA,California,8,Phoenix,AZ,Arizona,7
263504,13,7,YV,YV,N951LR,5977,DFW,MFE,1800-1859,1.0,0.0,469.0,Dallas,TX,Texas,6,McAllen,TX,Texas,6
263558,13,7,YV,YV,N508MJ,6006,ORF,IAD,1400-1459,1.0,0.0,157.0,Norfolk,VA,Virginia,5,Washington DC ,DC,District of Columbia,5
263559,13,7,YV,YV,N506MJ,6007,PVD,IAD,1400-1459,1.0,0.0,371.0,Providence,RI,Rhode Island,5,Washington DC ,DC,District of Columbia,5
263560,13,7,YV,YV,N512MJ,6011,IAD,CLT,1700-1759,1.0,0.0,322.0,Washington DC ,DC,District of Columbia,5,Charlotte,NC,North Carolina,5
263561,13,7,YV,YV,N505MJ,6010,BDL,IAD,1500-1559,1.0,0.0,326.0,Hartford,CT,Connecticut,5,Washington DC ,DC,District of Columbia,5
263562,13,7,YV,YV,N518LR,6015,IAD,PIT,1700-1759,1.0,0.0,182.0,Washington DC ,DC,District of Columbia,5,Pittsburgh,PA,Pennsylvania,5
263563,13,7,YV,YV,N518LR,6015,PIT,IAD,1900-1959,1.0,0.0,182.0,Pittsburgh,PA,Pennsylvania,5,Washington DC ,DC,District of Columbia,5
263564,13,7,YV,YV,N512MJ,6017,BOS,IAD,0900-0959,1.0,0.0,413.0,Boston,MA,Massachusetts,5,Washington DC ,DC,District of Columbia,5
263565,13,7,YV,YV,N80343,6012,ATL,IAD,1900-1959,1.0,0.0,534.0,Atlanta,GA,Georgia,5,Washington DC ,DC,District of Columbia,5
263566,13,7,YV,YV,N88330,6014,BDL,IAD,0001-0559,1.0,0.0,326.0,Hartford,CT,Connecticut,5,Washington DC ,DC,District of Columbia,5
263567,13,7,YV,YV,N88310,6018,IAD,DFW,1200-1259,1.0,0.0,1172.0,Washington DC ,DC,District of Columbia,5,Dallas,TX,Texas,6
263568,13,7,YV,YV,N88359,6018,DFW,IAD,1700-1759,1.0,0.0,1172.0,Dallas,TX,Texas,6,Washington DC ,DC,District of Columbia,5
263569,13,7,YV,YV,N514MJ,6020,GSP,IAD,1500-1559,1.0,0.0,384.0,Greenville,SC,South Carolina,5,Washington DC ,DC,District of Columbia,5
263570,13,7,YV,YV,N514MJ,6020,IAD,GSP,1200-1259,1.0,0.0,384.0,Washington DC ,DC,District of Columbia,5,Greenville,SC,South Carolina,5
263571,13,7,YV,YV,N503MJ,6025,CHS,IAD,1400-1459,1.0,0.0,441.0,Charleston,SC,South Carolina,5,Washington DC ,DC,District of Columbia,5
263572,13,7,YV,YV,N93305,6028,AUS,IAD,0700-0759,1.0,0.0,1297.0,Austin,TX,Texas,6,Washington DC ,DC,District of Columbia,5
263573,13,7,YV,YV,N508MJ,6030,IAD,RDU,0800-0859,1.0,0.0,224.0,Washington DC ,DC,District of Columbia,5,Raleigh,NC,North Carolina,5
263574,13,7,YV,YV,N508MJ,6030,RDU,IAD,1000-1059,1.0,0.0,224.0,Raleigh,NC,North Carolina,5,Washington DC ,DC,District of Columbia,5
263575,13,7,YV,YV,N521LR,6032,DTW,IAD,1400-1459,1.0,0.0,383.0,Detroit,MI,Michigan,5,Washington DC ,DC,District of Columbia,5
263576,13,7,YV,YV,N521LR,6033,RDU,IAD,2000-2059,1.0,0.0,224.0,Raleigh,NC,North Carolina,5,Washington DC ,DC,District of Columbia,5
263577,13,7,YV,YV,N89357,6050,GSP,IAD,0600-0659,1.0,0.0,384.0,Greenville,SC,South Carolina,5,Washington DC ,DC,District of Columbia,5
263578,13,7,YV,YV,N512MJ,6053,LGA,IAD,1400-1459,1.0,0.0,229.0,New York,NY,New York,5,Washington DC ,DC,District of Columbia,5
263579,13,7,YV,YV,N512MJ,6055,IAD,LGA,1200-1259,1.0,0.0,229.0,Washington DC ,DC,District of Columbia,5,New York,NY,New York,5
263580,13,7,YV,YV,N89313,6063,BNA,IAD,1300-1359,1.0,0.0,542.0,Nashville,TN,Tennessee,6,Washington DC ,DC,District of Columbia,5
263581,13,7,YV,YV,N80343,6065,CLE,IAD,1900-1959,1.0,0.0,288.0,Cleveland,OH,Ohio,5,Washington DC ,DC,District of Columbia,5
263582,13,7,YV,YV,N514MJ,6071,IAD,GSP,1700-1759,1.0,0.0,384.0,Washington DC ,DC,District of Columbia,5,Greenville,SC,South Carolina,5
263583,13,7,YV,YV,N503MJ,6081,DTW,IAD,1900-1959,1.0,0.0,383.0,Detroit,MI,Michigan,5,Washington DC ,DC,District of Columbia,5
263584,13,7,YV,YV,N503MJ,6081,IAD,DTW,1700-1759,1.0,0.0,383.0,Washington DC ,DC,District of Columbia,5,Detroit,MI,Michigan,5
263585,13,7,YV,YV,N501MJ,6079,CLT,IAD,1000-1059,1.0,0.0,322.0,Charlotte,NC,North Carolina,5,Washington DC ,DC,District of Columbia,5
263586,13,7,YV,YV,N521LR,6097,CVG,IAD,1000-1059,1.0,0.0,388.0,Cincinnati,OH,Ohio,5,Washington DC ,DC,District of Columbia,5
263587,13,7,YV,YV,N508MJ,6104,BDL,IAD,1900-1959,1.0,0.0,326.0,Hartford,CT,Connecticut,5,Washington DC ,DC,District of Columbia,5
263588,13,7,YV,YV,N507MJ,6110,IAD,PIT,0800-0859,1.0,0.0,182.0,Washington DC ,DC,District of Columbia,5,Pittsburgh,PA,Pennsylvania,5
263589,13,7,YV,YV,N522LR,6124,IAD,CVG,1200-1259,1.0,0.0,388.0,Washington DC ,DC,District of Columbia,5,Cincinnati,OH,Ohio,5
263590,13,7,YV,YV,N89357,6122,CLE,IAD,1000-1059,1.0,0.0,288.0,Cleveland,OH,Ohio,5,Washington DC ,DC,District of Columbia,5
263591,13,7,YV,YV,N518LR,6128,SYR,IAD,1400-1459,1.0,0.0,296.0,Syracuse,NY,New York,5,Washington DC ,DC,District of Columbia,5
263592,13,7,YV,YV,N508MJ,6136,IAD,ORF,2200-2259,1.0,0.0,157.0,Washington DC ,DC,District of Columbia,5,Norfolk,VA,Virginia,5
263593,13,7,YV,YV,N89357,6150,AUS,IAD,1600-1659,1.0,0.0,1297.0,Austin,TX,Texas,6,Washington DC ,DC,District of Columbia,5
263594,13,7,YV,YV,N89357,6148,IAD,IAH,2200-2259,1.0,0.0,1190.0,Washington DC ,DC,District of Columbia,5,Houston,TX,Texas,6
263595,13,7,YV,YV,N88346,6153,MCI,IAD,0800-0859,1.0,0.0,926.0,Kansas City,MO,Missouri,6,Washington DC ,DC,District of Columbia,5
263596,13,7,YV,YV,N501MJ,6162,CMH,IAD,1400-1459,1.0,0.0,299.0,Columbus,OH,Ohio,5,Washington DC ,DC,District of Columbia,5
263597,13,7,YV,YV,N522LR,6189,CVG,IAD,1400-1459,1.0,0.0,388.0,Cincinnati,OH,Ohio,5,Washington DC ,DC,District of Columbia,5
263598,13,7,YV,YV,N510MJ,6191,IAD,PIT,1200-1259,1.0,0.0,182.0,Washington DC ,DC,District of Columbia,5,Pittsburgh,PA,Pennsylvania,5
263599,13,7,YV,YV,N522LR,6185,BUF,IAD,0600-0659,1.0,0.0,283.0,Buffalo,NY,New York,5,Washington DC ,DC,District of Columbia,5
263600,13,7,YV,YV,N93305,6201,IAD,ATL,1200-1259,1.0,0.0,534.0,Washington DC ,DC,District of Columbia,5,Atlanta,GA,Georgia,5
263635,13,7,YX,YX,N870RW,5916,LGA,CMH,2000-2059,1.0,0.0,479.0,New York,NY,New York,5,Columbus,OH,Ohio,5
263636,13,7,YX,YX,N869RW,5919,JFK,DCA,1400-1459,1.0,0.0,213.0,New York,NY,New York,5,Washington DC ,DC,District of Columbia,5
263654,13,7,YX,YX,N646RW,3417,DCA,ORD,1000-1059,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
263655,13,7,YX,YX,N646RW,3417,DCA,ORD,1000-1059,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
263692,13,7,YX,YX,N721YX,3450,DCA,EWR,2000-2059,1.0,0.0,199.0,Washington DC ,DC,District of Columbia,5,Newark,NJ,New Jersey,5
263696,13,7,YX,YX,N747YX,3454,DCA,EWR,0700-0759,1.0,0.0,199.0,Washington DC ,DC,District of Columbia,5,Newark,NJ,New Jersey,5
263708,13,7,YX,YX,N732YX,3467,DCA,EWR,1900-1959,1.0,0.0,199.0,Washington DC ,DC,District of Columbia,5,Newark,NJ,New Jersey,5
263723,13,7,YX,YX,N979RP,3481,GSO,EWR,0600-0659,1.0,0.0,445.0,Greensboro,NC,North Carolina,5,Newark,NJ,New Jersey,5
