,DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,OP_CARRIER,TAIL_NUM,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_TIME_BLK,CANCELLED,DIVERTED,DISTANCE,ORIGIN_CITY,ORIGIN_STATE_OR_REGION,ORIGIN_FULL_NAME,GMT_DEP,DEST_CITY,DEST_STATE_OR_REGION,DEST_FULL_NAME,GMT_ARR
263726,13,7,YX,YX,N656RW,3484,EWR,DCA,1600-1659,1.0,0.0,199.0,Newark,NJ,New Jersey,5,Washington DC ,DC,District of Columbia,5
263729,13,7,YX,YX,N721YX,3486,EWR,DCA,1800-1859,1.0,0.0,199.0,Newark,NJ,New Jersey,5,Washington DC ,DC,District of Columbia,5
263773,13,7,YX,YX,N656RW,3525,DCA,IAH,1700-1759,1.0,0.0,1208.0,Washington DC ,DC,District of Columbia,5,Houston,TX,Texas,6
263975,13,7,YX,YX,N732YX,3711,ORD,DCA,1600-1659,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
263976,13,7,YX,YX,N732YX,3711,ORD,DCA,1600-1659,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
264308,13,7,UA,UA,NONE,624,ORD,DCA,1800-1859,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
264309,13,7,UA,UA,NONE,624,ORD,DCA,1800-1859,1.0,0.0,612.0,Chicago,IL,Illinois,6,Washington DC ,DC,District of Columbia,5
264335,13,7,UA,UA,NONE,605,DCA,ORD,0700-0759,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
264336,13,7,UA,UA,NONE,605,DCA,ORD,0700-0759,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
264433,13,7,UA,UA,NONE,531,DCA,ORD,0700-0759,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
264434,13,7,UA,UA,NONE,531,DCA,ORD,0700-0759,1.0,0.0,612.0,Washington DC ,DC,District of Columbia,5,Chicago,IL,Illinois,6
264650,13,7,UA,UA,NONE,367,DCA,IAH,0800-0859,1.0,0.0,1208.0,Washington DC ,DC,District of Columbia,5,Houston,TX,Texas,6
264881,13,7,YX,YX,N104HQ,4489,DCA,BTV,2200-2259,1.0,0.0,437.0,Washington DC ,DC,District of Columbia,5,Burlington,VT,Vermont,5
264887,13,7,YX,YX,N114HQ,4494,MSP,DCA,1700-1759,1.0,0.0,931.0,Minneapolis,MN,Minnesota,6,Washington DC ,DC,District of Columbia,5
264896,13,7,YX,YX,N133HQ,4502,DCA,MSP,2200-2259,1.0,0.0,931.0,Washington DC ,DC,District of Columbia,5,Minneapolis,MN,Minnesota,6
264897,13,7,YX,YX,N137HQ,4504,DCA,TLH,1900-1959,1.0,0.0,716.0,Washington DC ,DC,District of Columbia,5,Tallahassee,FL,Florida,5
264898,13,7,YX,YX,N114HQ,4505,DCA,MSP,1500-1559,1.0,0.0,931.0,Washington DC ,DC,District of Columbia,5,Minneapolis,MN,Minnesota,6
264900,13,7,YX,YX,NONE,4508,ATL,DCA,1100-1159,1.0,0.0,547.0,Atlanta,GA,Georgia,5,Washington DC ,DC,District of Columbia,5
264901,13,7,YX,YX,NONE,4508,DCA,ATL,0800-0859,1.0,0.0,547.0,Washington DC ,DC,District of Columbia,5,Atlanta,GA,Georgia,5
264902,13,7,YX,YX,NONE,4511,DCA,MSY,1300-1359,1.0,0.0,969.0,Washington DC ,DC,District of Columbia,5,New Orleans,LA,Louisiana,6
264904,13,7,YX,YX,N419YX,4512,DCA,PIT,0800-0859,1.0,0.0,204.0,Washington DC ,DC,District of Columbia,5,Pittsburgh,PA,Pennsylvania,5
264905,13,7,YX,YX,NONE,4513,IND,MIA,0600-0659,1.0,0.0,1020.0,Indianapolis,IN,Indiana,5,Miami,FL,Florida,5
264906,13,7,YX,YX,N133HQ,4514,DCA,MEM,1500-1559,1.0,0.0,762.0,Washington DC ,DC,District of Columbia,5,Memphis,TN,Tennessee,6
264907,13,7,YX,YX,N133HQ,4514,MEM,DCA,1800-1859,1.0,0.0,762.0,Memphis,TN,Tennessee,6,Washington DC ,DC,District of Columbia,5
264908,13,7,YX,YX,N444YX,4515,PHL,DCA,1700-1759,1.0,0.0,119.0,Philadelphia,PA,Pennsylvania,5,Washington DC ,DC,District of Columbia,5
264916,13,7,YX,YX,N407YX,4525,ATL,DCA,1900-1959,1.0,0.0,547.0,Atlanta,GA,Georgia,5,Washington DC ,DC,District of Columbia,5
264917,13,7,YX,YX,N407YX,4525,DCA,ATL,1600-1659,1.0,0.0,547.0,Washington DC ,DC,District of Columbia,5,Atlanta,GA,Georgia,5
264918,13,7,YX,YX,NONE,4526,BDL,DCA,1700-1759,1.0,0.0,313.0,Hartford,CT,Connecticut,5,Washington DC ,DC,District of Columbia,5
264919,13,7,YX,YX,NONE,4526,DCA,BDL,1500-1559,1.0,0.0,313.0,Washington DC ,DC,District of Columbia,5,Hartford,CT,Connecticut,5
264922,13,7,YX,YX,N102HQ,4530,ATL,DCA,0600-0659,1.0,0.0,547.0,Atlanta,GA,Georgia,5,Washington DC ,DC,District of Columbia,5
264923,13,7,YX,YX,NONE,4531,DCA,EYW,0800-0859,1.0,0.0,1023.0,Washington DC ,DC,District of Columbia,5,Key West,FL,Florida,5
264924,13,7,YX,YX,NONE,4531,EYW,DCA,1200-1259,1.0,0.0,1023.0,Key West,FL,Florida,5,Washington DC ,DC,District of Columbia,5
264930,13,7,YX,YX,N413YX,4539,DCA,PIT,2000-2059,1.0,0.0,204.0,Washington DC ,DC,District of Columbia,5,Pittsburgh,PA,Pennsylvania,5
264931,13,7,YX,YX,N108HQ,4540,CMH,DCA,0900-0959,1.0,0.0,323.0,Columbus,OH,Ohio,5,Washington DC ,DC,District of Columbia,5
264934,13,7,YX,YX,N112HQ,4542,MEM,DCA,0600-0659,1.0,0.0,762.0,Memphis,TN,Tennessee,6,Washington DC ,DC,District of Columbia,5
264937,13,7,YX,YX,NONE,4544,DCA,MCI,2000-2059,1.0,0.0,949.0,Washington DC ,DC,District of Columbia,5,Kansas City,MO,Missouri,6
264941,13,7,YX,YX,N102HQ,4551,DCA,JAX,2000-2059,1.0,0.0,634.0,Washington DC ,DC,District of Columbia,5,Jacksonville,FL,Florida,5
264946,13,7,YX,YX,N417YX,4557,LGA,STL,1800-1859,1.0,0.0,888.0,New York,NY,New York,5,St. Louis,MO,Missouri,6
264952,13,7,YX,YX,N115HQ,4562,PIT,DCA,1900-1959,1.0,0.0,204.0,Pittsburgh,PA,Pennsylvania,5,Washington DC ,DC,District of Columbia,5
264954,13,7,YX,YX,NONE,4569,JFK,DCA,1100-1159,1.0,0.0,213.0,New York,NY,New York,5,Washington DC ,DC,District of Columbia,5
264959,13,7,YX,YX,N433YX,4574,DCA,MSY,1700-1759,1.0,0.0,969.0,Washington DC ,DC,District of Columbia,5,New Orleans,LA,Louisiana,6
264962,13,7,YX,YX,N108HQ,4577,DCA,MSY,1100-1159,1.0,0.0,969.0,Washington DC ,DC,District of Columbia,5,New Orleans,LA,Louisiana,6
264963,13,7,YX,YX,NONE,4578,DCA,IND,1700-1759,1.0,0.0,500.0,Washington DC ,DC,District of Columbia,5,Indianapolis,IN,Indiana,5
264964,13,7,YX,YX,N104HQ,4578,IND,DCA,1900-1959,1.0,0.0,500.0,Indianapolis,IN,Indiana,5,Washington DC ,DC,District of Columbia,5
264967,13,7,YX,YX,N413YX,4580,DCA,PWM,1500-1559,1.0,0.0,482.0,Washington DC ,DC,District of Columbia,5,Portland,ME,Maine,5
264968,13,7,YX,YX,N413YX,4580,PWM,DCA,1700-1759,1.0,0.0,482.0,Portland,ME,Maine,5,Washington DC ,DC,District of Columbia,5
264971,13,7,YX,YX,N433YX,4582,DCA,RSW,0900-0959,1.0,0.0,892.0,Washington DC ,DC,District of Columbia,5,Fort Myers,FL,Florida,5
264974,13,7,YX,YX,N417YX,4586,CMH,DCA,0600-0659,1.0,0.0,323.0,Columbus,OH,Ohio,5,Washington DC ,DC,District of Columbia,5
264975,13,7,YX,YX,NONE,4587,DCA,MCI,1300-1359,1.0,0.0,949.0,Washington DC ,DC,District of Columbia,5,Kansas City,MO,Missouri,6
264980,13,7,YX,YX,NONE,4591,DCA,BTV,1000-1059,1.0,0.0,437.0,Washington DC ,DC,District of Columbia,5,Burlington,VT,Vermont,5
264981,13,7,YX,YX,N406YX,4592,DCA,TYS,1900-1959,1.0,0.0,437.0,Washington DC ,DC,District of Columbia,5,Knoxville,TN,Tennessee,5
264982,13,7,YX,YX,N429YX,4593,TYS,DCA,0600-0659,1.0,0.0,437.0,Knoxville,TN,Tennessee,5,Washington DC ,DC,District of Columbia,5
264983,13,7,YX,YX,N133HQ,4594,MSP,DCA,0001-0559,1.0,0.0,931.0,Minneapolis,MN,Minnesota,6,Washington DC ,DC,District of Columbia,5
264984,13,7,YX,YX,NONE,4595,DCA,TYS,0700-0759,1.0,0.0,437.0,Washington DC ,DC,District of Columbia,5,Knoxville,TN,Tennessee,5
264985,13,7,YX,YX,NONE,4595,TYS,DCA,0900-0959,1.0,0.0,437.0,Knoxville,TN,Tennessee,5,Washington DC ,DC,District of Columbia,5
264987,13,7,YX,YX,NONE,4597,ROC,DCA,1400-1459,1.0,0.0,296.0,Rochester,NY,New York,5,Washington DC ,DC,District of Columbia,5
264995,13,7,YX,YX,N102HQ,4609,DCA,VPS,0800-0859,1.0,0.0,789.0,Washington DC ,DC,District of Columbia,5,Fort Walton Beach,FL,Florida,6
265001,13,7,YX,YX,N414YX,4615,DCA,PWM,2200-2259,1.0,0.0,482.0,Washington DC ,DC,District of Columbia,5,Portland,ME,Maine,5
265002,13,7,YX,YX,N110HQ,4616,BNA,DCA,0600-0659,1.0,0.0,562.0,Nashville,TN,Tennessee,6,Washington DC ,DC,District of Columbia,5
265003,13,7,YX,YX,N106HQ,4619,DCA,MEM,1000-1059,1.0,0.0,762.0,Washington DC ,DC,District of Columbia,5,Memphis,TN,Tennessee,6
265004,13,7,YX,YX,N137HQ,4620,DSM,DCA,0900-0959,1.0,0.0,897.0,Des Moines,IA,Iowa,6,Washington DC ,DC,District of Columbia,5
265006,13,7,YX,YX,N419YX,4624,DCA,PIT,1700-1759,1.0,0.0,204.0,Washington DC ,DC,District of Columbia,5,Pittsburgh,PA,Pennsylvania,5
265007,13,7,YX,YX,N429YX,4625,LGA,PHL,2200-2259,1.0,0.0,96.0,New York,NY,New York,5,Philadelphia,PA,Pennsylvania,5
265008,13,7,YX,YX,N436YX,4626,TLH,DCA,0700-0759,1.0,0.0,716.0,Tallahassee,FL,Florida,5,Washington DC ,DC,District of Columbia,5
265013,13,7,YX,YX,N110HQ,4634,DCA,IND,1900-1959,1.0,0.0,500.0,Washington DC ,DC,District of Columbia,5,Indianapolis,IN,Indiana,5
265014,13,7,YX,YX,N428YX,4635,DCA,SDF,1400-1459,1.0,0.0,474.0,Washington DC ,DC,District of Columbia,5,Louisville,KY,Kentucky,5
265015,13,7,YX,YX,N407YX,4636,DCA,MSP,1000-1059,1.0,0.0,931.0,Washington DC ,DC,District of Columbia,5,Minneapolis,MN,Minnesota,6
265019,13,7,YX,YX,N137HQ,4639,DCA,ATL,1400-1459,1.0,0.0,547.0,Washington DC ,DC,District of Columbia,5,Atlanta,GA,Georgia,5
265025,13,7,YX,YX,N428YX,4643,JAX,DCA,0700-0759,1.0,0.0,634.0,Jacksonville,FL,Florida,5,Washington DC ,DC,District of Columbia,5
265033,13,7,YX,YX,N121HQ,4651,HSV,DCA,1800-1859,1.0,0.0,613.0,Huntsville,AL,Alabama,6,Washington DC ,DC,District of Columbia,5
265048,13,7,YX,YX,NONE,4666,DCA,ROC,1200-1259,1.0,0.0,296.0,Washington DC ,DC,District of Columbia,5,Rochester,NY,New York,5
265049,13,7,YX,YX,NONE,4667,DCA,RDU,0700-0759,1.0,0.0,227.0,Washington DC ,DC,District of Columbia,5,Raleigh,NC,North Carolina,5
265053,13,7,YX,YX,N110HQ,4674,DCA,BUF,1500-1559,1.0,0.0,296.0,Washington DC ,DC,District of Columbia,5,Buffalo,NY,New York,5
265266,13,7,WN,WN,N8627B,1106,MKE,DCA,0800-0859,1.0,0.0,634.0,Milwaukee,WI,Wisconsin,6,Washington DC ,DC,District of Columbia,5
265300,13,7,WN,WN,N7730A,2349,MSP,MDW,1000-1059,1.0,0.0,349.0,Minneapolis,MN,Minnesota,6,Chicago,IL,Illinois,6
265321,13,7,WN,WN,N8560Z,4262,MSY,BWI,1600-1659,1.0,0.0,998.0,New Orleans,LA,Louisiana,6,Baltimore,MD,Maryland,5
265327,13,7,WN,WN,N413WN,3901,MSY,DAL,0900-0959,1.0,0.0,436.0,New Orleans,LA,Louisiana,6,Dallas,TX,Texas,6
265450,13,7,G4,G4,NONE,1232,AVL,EWR,0700-0759,1.0,0.0,583.0,Asheville,NC,North Carolina,5,Newark,NJ,New Jersey,5
265625,13,7,9E,9E,N833AY,5279,BWI,CVG,1400-1459,1.0,0.0,430.0,Baltimore,MD,Maryland,5,Cincinnati,OH,Ohio,5
265710,13,7,AA,AA,N202UW,685,DCA,PHX,1600-1659,1.0,0.0,1979.0,Washington DC ,DC,District of Columbia,5,Phoenix,AZ,Arizona,7
265738,13,7,AA,AA,N835AW,720,DCA,PBI,0800-0859,1.0,0.0,857.0,Washington DC ,DC,District of Columbia,5,West Palm Beach,FL,Florida,5
265739,13,7,AA,AA,N817AW,720,PBI,DCA,1200-1259,1.0,0.0,857.0,West Palm Beach,FL,Florida,5,Washington DC ,DC,District of Columbia,5
265753,13,7,AA,AA,N740UW,748,DCA,CLT,0700-0759,1.0,0.0,331.0,Washington DC ,DC,District of Columbia,5,Charlotte,NC,North Carolina,5
265770,13,7,AA,AA,N802AW,765,DCA,RSW,1500-1559,1.0,0.0,892.0,Washington DC ,DC,District of Columbia,5,Fort Myers,FL,Florida,5
265797,13,7,AA,AA,N165US,789,BOS,PHL,1500-1559,1.0,0.0,280.0,Boston,MA,Massachusetts,5,Philadelphia,PA,Pennsylvania,5
265798,13,7,AA,AA,N183UW,789,PHL,BOS,1200-1259,1.0,0.0,280.0,Philadelphia,PA,Pennsylvania,5,Boston,MA,Massachusetts,5
265809,13,7,AA,AA,N112US,798,DCA,CLT,0900-0959,1.0,0.0,331.0,Washington DC ,DC,District of Columbia,5,Charlotte,NC,North Carolina,5
265903,13,7,AA,AA,N9012,2278,DCA,MIA,1000-1059,1.0,0.0,919.0,Washington DC ,DC,District of Columbia,5,Miami,FL,Florida,5
265987,13,7,AA,AA,N908NN,2351,DCA,DFW,2000-2059,1.0,0.0,1192.0,Washington DC ,DC,District of Columbia,5,Dallas,TX,Texas,6
266088,13,7,AA,AA,N126UW,545,CLT,DCA,2000-2059,1.0,0.0,331.0,Charlotte,NC,North Carolina,5,Washington DC ,DC,District of Columbia,5
266191,13,7,AA,AA,N730US,1649,MCO,DCA,2100-2159,1.0,0.0,759.0,Orlando,FL,Florida,5,Washington DC ,DC,District of Columbia,5
266344,13,7,AA,AA,N314PD,1003,STL,ORD,0700-0759,1.0,0.0,258.0,St. Louis,MO,Missouri,6,Chicago,IL,Illinois,6
266345,13,7,AA,AA,N314PD,1003,STL,ORD,0700-0759,1.0,0.0,258.0,St. Louis,MO,Missouri,6,Chicago,IL,Illinois,6
266436,13,7,MQ,MQ,N849AE,3466,CLT,GSO,0900-0959,1.0,0.0,83.0,Charlotte,NC,North Carolina,5,Greensboro,NC,North Carolina,5
266446,13,7,MQ,MQ,N808AE,3472,CLT,GSO,1400-1459,1.0,0.0,83.0,Charlotte,NC,North Carolina,5,Greensboro,NC,North Carolina,5
266447,13,7,MQ,MQ,N808AE,3472,GSO,CLT,1600-1659,1.0,0.0,83.0,Greensboro,NC,North Carolina,5,Charlotte,NC,North Carolina,5
266482,13,7,MQ,MQ,N259NN,3494,DCA,XNA,1600-1659,1.0,0.0,963.0,Washington DC ,DC,District of Columbia,5,Fayetteville,AR,Arkansas,6
266563,13,7,MQ,MQ,N674RJ,3565,GSO,MIA,0700-0759,1.0,0.0,710.0,Greensboro,NC,North Carolina,5,Miami,FL,Florida,5
266578,13,7,MQ,MQ,N827AE,3575,LGA,BNA,0600-0659,1.0,0.0,764.0,New York,NY,New York,5,Nashville,TN,Tennessee,6
266642,13,7,MQ,MQ,N667GB,4033,ORD,RST,0800-0859,1.0,0.0,268.0,Chicago,IL,Illinois,6,Rochester,MN,Minnesota,6
266643,13,7,MQ,MQ,N667GB,4033,ORD,RST,0800-0859,1.0,0.0,268.0,Chicago,IL,Illinois,6,Rochester,MN,Minnesota,6
266709,13,7,OH,OH,N506AE,5355,BNA,DCA,1300-1359,1.0,0.0,562.0,Nashville,TN,Tennessee,6,Washington DC ,DC,District of Columbia,5
266710,13,7,OH,OH,N506AE,5355,DCA,BNA,1100-1159,1.0,0.0,562.0,Washington DC ,DC,District of Columbia,5,Nashville,TN,Tennessee,6
266711,13,7,OH,OH,N226JS,5356,CRW,PHL,1500-1559,1.0,0.0,357.0,Charleston,WV,West Virginia,5,Philadelphia,PA,Pennsylvania,5
266714,13,7,OH,OH,NONE,5359,JAN,DCA,0600-0659,1.0,0.0,860.0,Jackson,MS,Mississippi,6,Washington DC ,DC,District of Columbia,5
266729,13,7,OH,OH,N226JS,5375,DCA,CRW,1000-1059,1.0,0.0,249.0,Washington DC ,DC,District of Columbia,5,Charleston,WV,West Virginia,5
266739,13,7,OH,OH,NONE,5384,GSO,CLT,0700-0759,1.0,0.0,83.0,Greensboro,NC,North Carolina,5,Charlotte,NC,North Carolina,5
266759,13,7,OH,OH,N221PS,5402,ROC,DCA,1700-1759,1.0,0.0,296.0,Rochester,NY,New York,5,Washington DC ,DC,District of Columbia,5
266768,13,7,OH,OH,N215PS,5411,DCA,ROC,2200-2259,1.0,0.0,296.0,Washington DC ,DC,District of Columbia,5,Rochester,NY,New York,5
266769,13,7,OH,OH,NONE,5412,ROC,DCA,0600-0659,1.0,0.0,296.0,Rochester,NY,New York,5,Washington DC ,DC,District of Columbia,5
266771,13,7,OH,OH,N546FF,5414,DCA,DTW,1200-1259,1.0,0.0,405.0,Washington DC ,DC,District of Columbia,5,Detroit,MI,Michigan,5
266788,13,7,OH,OH,N261PS,5427,BDL,DCA,0001-0559,1.0,0.0,313.0,Hartford,CT,Connecticut,5,Washington DC ,DC,District of Columbia,5
266790,13,7,OH,OH,N259PS,5430,DCA,RDU,1300-1359,1.0,0.0,227.0,Washington DC ,DC,District of Columbia,5,Raleigh,NC,North Carolina,5
266807,13,7,OH,OH,NONE,5445,CVG,DCA,0700-0759,1.0,0.0,411.0,Cincinnati,OH,Ohio,5,Washington DC ,DC,District of Columbia,5
266811,13,7,OH,OH,N246PS,5448,IND,DCA,1400-1459,1.0,0.0,500.0,Indianapolis,IN,Indiana,5,Washington DC ,DC,District of Columbia,5
266818,13,7,OH,OH,N702PS,5458,DCA,JFK,1300-1359,1.0,0.0,213.0,Washington DC ,DC,District of Columbia,5,New York,NY,New York,5
266819,13,7,OH,OH,N242JS,5459,ALB,DCA,1700-1759,1.0,0.0,318.0,Albany,NY,New York,5,Washington DC ,DC,District of Columbia,5
266823,13,7,OH,OH,N719PS,5462,DCA,CHS,1200-1259,1.0,0.0,444.0,Washington DC ,DC,District of Columbia,5,Charleston,SC,South Carolina,5
266826,13,7,OH,OH,N723PS,5465,CLT,AVL,2000-2059,1.0,0.0,91.0,Charlotte,NC,North Carolina,5,Asheville,NC,North Carolina,5
266831,13,7,OH,OH,N242JS,5017,DCA,CRW,2000-2059,1.0,0.0,249.0,Washington DC ,DC,District of Columbia,5,Charleston,WV,West Virginia,5
266843,13,7,OH,OH,NONE,5030,ALB,DCA,0900-0959,1.0,0.0,318.0,Albany,NY,New York,5,Washington DC ,DC,District of Columbia,5
266844,13,7,OH,OH,N719PS,5031,GSP,DCA,0900-0959,1.0,0.0,396.0,Greenville,SC,South Carolina,5,Washington DC ,DC,District of Columbia,5
266852,13,7,OH,OH,N503AE,5037,DCA,DAY,1300-1359,1.0,0.0,391.0,Washington DC ,DC,District of Columbia,5,Dayton,OH,Ohio,5
266855,13,7,OH,OH,N549NN,5039,CVG,PHL,0700-0759,1.0,0.0,507.0,Cincinnati,OH,Ohio,5,Philadelphia,PA,Pennsylvania,5
266857,13,7,OH,OH,NONE,5041,DCA,ILM,0900-0959,1.0,0.0,319.0,Washington DC ,DC,District of Columbia,5,Wilmington,NC,North Carolina,5
266858,13,7,OH,OH,N702PS,5041,ILM,DCA,1100-1159,1.0,0.0,319.0,Wilmington,NC,North Carolina,5,Washington DC ,DC,District of Columbia,5
266859,13,7,OH,OH,N221PS,5042,DCA,DAY,0900-0959,1.0,0.0,391.0,Washington DC ,DC,District of Columbia,5,Dayton,OH,Ohio,5
266860,13,7,OH,OH,N253PS,5043,DCA,DAY,1800-1859,1.0,0.0,391.0,Washington DC ,DC,District of Columbia,5,Dayton,OH,Ohio,5
266869,13,7,OH,OH,N251PS,5051,DCA,ALB,2200-2259,1.0,0.0,318.0,Washington DC ,DC,District of Columbia,5,Albany,NY,New York,5
266901,13,7,NK,NK,N629NK,396,LAS,PHL,1100-1159,1.0,0.0,2176.0,Las Vegas,NV,Nevada,8,Philadelphia,PA,Pennsylvania,5
266999,13,7,YV,YV,NONE,5817,COU,DFW,0001-0559,1.0,0.0,489.0,Columbia,MO,Missouri,6,Dallas,TX,Texas,6
267000,13,7,YV,YV,N951LR,5819,AMA,DFW,1200-1259,1.0,0.0,312.0,Amarillo,TX,Texas,6,Dallas,TX,Texas,6
267001,13,7,YV,YV,N951LR,5819,DFW,AMA,1000-1059,1.0,0.0,312.0,Dallas,TX,Texas,6,Amarillo,TX,Texas,6
267030,13,7,YV,YV,NONE,5843,BMI,DFW,0700-0759,1.0,0.0,690.0,Bloomington,IL,Illinois,6,Dallas,TX,Texas,6
267041,13,7,YV,YV,N951LR,5856,DFW,ICT,1400-1459,1.0,0.0,328.0,Dallas,TX,Texas,6,Wichita,KS,Kansas,6
267042,13,7,YV,YV,N951LR,5856,ICT,DFW,1600-1659,1.0,0.0,328.0,Wichita,KS,Kansas,6,Dallas,TX,Texas,6
267085,13,7,YV,YV,N248LR,5894,AMA,DFW,1000-1059,1.0,0.0,312.0,Amarillo,TX,Texas,6,Dallas,TX,Texas,6
267086,13,7,YV,YV,N248LR,5894,DFW,AMA,0800-0859,1.0,0.0,312.0,Dallas,TX,Texas,6,Amarillo,TX,Texas,6
267123,13,7,YV,YV,N945LR,5938,MLI,DFW,0700-0759,1.0,0.0,691.0,Moline,IL,Illinois,6,Dallas,TX,Texas,6
267125,13,7,YV,YV,N921FJ,5941,PIA,DFW,0600-0659,1.0,0.0,672.0,Peoria,IL,Illinois,6,Dallas,TX,Texas,6
267126,13,7,YV,YV,N938LR,5942,DFW,HSV,1100-1159,1.0,0.0,603.0,Dallas,TX,Texas,6,Huntsville,AL,Alabama,6
267127,13,7,YV,YV,N957LR,5942,HSV,DFW,1300-1359,1.0,0.0,603.0,Huntsville,AL,Alabama,6,Dallas,TX,Texas,6
267133,13,7,F9,F9,NONE,278,STL,PBI,1000-1059,1.0,0.0,1023.0,St. Louis,MO,Missouri,6,West Palm Beach,FL,Florida,5
267134,13,7,F9,F9,NONE,281,PBI,STL,1400-1459,1.0,0.0,1023.0,West Palm Beach,FL,Florida,5,St. Louis,MO,Missouri,6
267331,13,7,F9,F9,N337FR,1086,IAD,MCO,2100-2159,1.0,0.0,758.0,Washington DC ,DC,District of Columbia,5,Orlando,FL,Florida,5
267634,13,7,YV,YV,N506MJ,6083,PWM,IAD,0900-0959,1.0,0.0,493.0,Portland,ME,Maine,5,Washington DC ,DC,District of Columbia,5
267695,13,7,YV,YV,N246LR,5763,RAP,DFW,0600-0659,1.0,0.0,835.0,Rapid City,SD,South Dakota,7,Dallas,TX,Texas,6
267699,13,7,YV,YV,NONE,5766,COU,DFW,1500-1559,1.0,0.0,489.0,Columbia,MO,Missouri,6,Dallas,TX,Texas,6
267700,13,7,YV,YV,NONE,5766,DFW,COU,1200-1259,1.0,0.0,489.0,Dallas,TX,Texas,6,Columbia,MO,Missouri,6
267716,13,7,EV,EV,N884AS,4416,CLE,IAD,0600-0659,1.0,0.0,288.0,Cleveland,OH,Ohio,5,Washington DC ,DC,District of Columbia,5
267722,13,7,EV,EV,N908EV,4422,IAD,BNA,0800-0859,1.0,0.0,542.0,Washington DC ,DC,District of Columbia,5,Nashville,TN,Tennessee,6
267723,13,7,EV,EV,N908EV,4422,RIC,IAD,0600-0659,1.0,0.0,100.0,Richmond,VA,Virginia,5,Washington DC ,DC,District of Columbia,5
267729,13,7,EV,EV,N16571,4426,RIC,EWR,0001-0559,1.0,0.0,277.0,Richmond,VA,Virginia,5,Newark,NJ,New Jersey,5
267741,13,7,EV,EV,N13908,4439,DCA,EWR,1600-1659,1.0,0.0,199.0,Washington DC ,DC,District of Columbia,5,Newark,NJ,New Jersey,5
267764,13,7,EV,EV,N908EV,3965,BNA,ORD,1100-1159,1.0,0.0,409.0,Nashville,TN,Tennessee,6,Chicago,IL,Illinois,6
267765,13,7,EV,EV,N908EV,3965,BNA,ORD,1100-1159,1.0,0.0,409.0,Nashville,TN,Tennessee,6,Chicago,IL,Illinois,6
267770,13,7,EV,EV,N860AS,3970,IAD,TYS,1700-1759,1.0,0.0,420.0,Washington DC ,DC,District of Columbia,5,Knoxville,TN,Tennessee,5
267778,13,7,EV,EV,N868AS,3981,COU,ORD,0600-0659,1.0,0.0,315.0,Columbia,MO,Missouri,6,Chicago,IL,Illinois,6
267779,13,7,EV,EV,N868AS,3981,COU,ORD,0600-0659,1.0,0.0,315.0,Columbia,MO,Missouri,6,Chicago,IL,Illinois,6
267780,13,7,EV,EV,N13975,3982,DCA,CLE,2000-2059,1.0,0.0,310.0,Washington DC ,DC,District of Columbia,5,Cleveland,OH,Ohio,5
267792,13,7,EV,EV,N903EV,3994,BUF,IAD,1400-1459,1.0,0.0,283.0,Buffalo,NY,New York,5,Washington DC ,DC,District of Columbia,5
267804,13,7,EV,EV,N10575,4004,DCA,CLE,0600-0659,1.0,0.0,310.0,Washington DC ,DC,District of Columbia,5,Cleveland,OH,Ohio,5
267806,13,7,EV,EV,N13913,4006,EWR,DCA,2000-2059,1.0,0.0,199.0,Newark,NJ,New Jersey,5,Washington DC ,DC,District of Columbia,5
267858,13,7,EV,EV,N16911,4056,EWR,RIC,1500-1559,1.0,0.0,277.0,Newark,NJ,New Jersey,5,Richmond,VA,Virginia,5
267870,13,7,EV,EV,N13908,4065,EWR,DCA,1400-1459,1.0,0.0,199.0,Newark,NJ,New Jersey,5,Washington DC ,DC,District of Columbia,5
267891,13,7,EV,EV,N909EV,4084,HSV,IAD,1300-1359,1.0,0.0,596.0,Huntsville,AL,Alabama,6,Washington DC ,DC,District of Columbia,5
267892,13,7,EV,EV,N862AS,4084,IAD,ORF,1700-1759,1.0,0.0,157.0,Washington DC ,DC,District of Columbia,5,Norfolk,VA,Virginia,5
267917,13,7,EV,EV,N862AS,4104,IAD,ROC,1200-1259,1.0,0.0,288.0,Washington DC ,DC,District of Columbia,5,Rochester,NY,New York,5
267918,13,7,EV,EV,N877AS,4104,TYS,IAD,1000-1059,1.0,0.0,420.0,Knoxville,TN,Tennessee,5,Washington DC ,DC,District of Columbia,5
267949,14,1,9E,9E,N293PQ,3465,DTW,GRR,1700-1759,1.0,0.0,120.0,Detroit,MI,Michigan,5,Grand Rapids,MI,Michigan,5
267950,14,1,9E,9E,N293PQ,3465,GRR,DTW,1900-1959,1.0,0.0,120.0,Grand Rapids,MI,Michigan,5,Detroit,MI,Michigan,5
